boro_ct,tree_count,percent_oncurb,percent_goodhealth,percent_fairhealth,percent_poorhealth,num_species,percent_damaged,borocode,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_SNGPNT
2031600,219,97.71689497716895,78.53881278538813,16.894977168949772,4.566210045662101,36,30.59360730593607,2,17.6,6.6,28006.0,20.7,12.6,20.1,7.7
2031800,238,96.63865546218487,83.19327731092437,12.184873949579831,4.621848739495798,43,31.092436974789916,2,12.9,12.2,24997.0,23.1,20.8,11.5,8.9
2032300,90,95.55555555555556,84.44444444444444,13.333333333333334,2.2222222222222223,22,25.555555555555557,2,7.6,7.3,53174.0,3.5,25.4,16.6,4.7
2032400,205,96.09756097560975,79.51219512195122,16.585365853658537,3.902439024390244,30,37.5609756097561,2,34.8,8.5,15984.0,37.2,13.8,21.6,18.4
2032600,389,97.4293059125964,80.46272493573265,15.424164524421593,4.113110539845758,51,24.164524421593832,2,5.9,10.8,25755.0,29.5,22.6,16.8,5.0
2032800,234,97.43589743589743,86.32478632478633,9.82905982905983,3.8461538461538463,39,41.452991452991455,2,35.3,16.3,14661.0,30.1,10.0,29.7,21.6
2033000,180,97.22222222222223,73.33333333333333,20.555555555555557,6.111111111111111,34,50.0,2,25.2,11.7,17584.0,28.4,15.2,17.5,6.5
2033201,133,100.0,68.42105263157895,24.06015037593985,7.518796992481203,16,21.804511278195488,2,17.8,13.9,22830.0,22.0,14.0,22.4,12.6
2033202,134,100.0,75.3731343283582,12.686567164179104,11.940298507462687,22,26.865671641791046,2,22.6,12.8,18298.0,32.1,20.2,20.9,18.3
2033400,401,97.2568578553616,87.53117206982543,5.486284289276808,6.982543640897756,28,28.678304239401495,2,20.7,9.7,23802.0,23.2,8.6,22.8,14.9
2033700,460,97.3913043478261,83.26086956521739,14.565217391304348,2.1739130434782608,58,27.608695652173914,2,5.0,6.3,45218.0,5.5,15.6,21.6,6.4
2033800,124,99.19354838709677,91.93548387096774,7.258064516129032,0.8064516129032258,28,33.064516129032256,2,28.6,16.9,17666.0,33.0,9.4,22.9,18.4
2034000,199,99.49748743718592,84.92462311557789,11.055276381909549,4.0201005025125625,33,36.68341708542714,2,30.0,14.2,18024.0,26.8,7.2,24.4,23.6
2034200,191,98.42931937172774,88.48167539267016,7.329842931937173,4.18848167539267,34,27.225130890052355,2,17.1,12.0,19600.0,21.9,12.3,26.9,16.3
2034300,122,100.0,86.06557377049181,11.475409836065573,2.459016393442623,23,29.508196721311474,2,13.5,5.6,29253.0,18.9,21.1,24.4,19.3
2034400,171,94.73684210526316,80.11695906432749,15.789473684210526,4.093567251461988,37,23.391812865497077,2,19.7,14.4,22362.0,26.3,10.0,21.9,10.3
2034500,355,99.15492957746478,76.33802816901408,19.154929577464788,4.507042253521127,49,38.028169014084504,2,15.9,6.8,32399.0,14.7,20.8,21.0,12.0
2034800,380,94.21052631578948,74.21052631578948,19.736842105263158,6.052631578947368,42,36.578947368421055,2,23.6,10.3,17158.0,22.2,11.6,30.7,28.3
2035000,127,96.85039370078741,87.4015748031496,9.448818897637794,3.1496062992125986,34,25.984251968503937,2,14.0,10.7,24670.0,13.5,12.2,20.5,19.5
2035100,227,91.62995594713657,83.25991189427313,14.09691629955947,2.643171806167401,35,19.383259911894275,2,16.2,10.7,30825.0,7.7,10.9,11.6,13.2
2035600,267,83.89513108614233,81.64794007490637,13.108614232209737,5.2434456928838955,37,37.07865168539326,2,8.3,7.3,23865.0,11.4,22.0,19.6,11.8
2035800,540,95.92592592592592,87.22222222222223,10.37037037037037,2.4074074074074074,49,33.148148148148145,2,9.0,13.0,27550.0,16.4,12.7,20.4,11.9
2035900,128,99.21875,82.03125,14.84375,3.125,28,12.5,2,47.2,22.3,12976.0,39.5,15.1,26.2,28.9
2036000,337,88.13056379821958,78.93175074183976,18.397626112759642,2.6706231454005933,34,43.916913946587535,2,7.6,13.3,23843.0,17.1,18.0,21.3,9.5
2036300,400,99.75,86.0,9.0,5.0,40,36.75,2,48.5,24.6,11066.0,46.4,7.6,32.0,35.5
2036400,206,100.0,84.46601941747574,13.106796116504855,2.4271844660194173,32,28.640776699029125,2,5.3,8.5,27038.0,16.0,14.0,20.6,16.4
2036502,74,100.0,94.5945945945946,4.054054054054054,1.3513513513513513,21,24.324324324324323,2,38.3,18.9,11974.0,46.4,8.7,26.5,22.5
2036700,117,100.0,69.23076923076923,22.22222222222222,8.547008547008547,38,17.94871794871795,2,49.8,15.0,11703.0,44.8,6.0,36.8,26.2
2036800,184,98.91304347826087,90.76086956521739,5.978260869565218,3.260869565217391,39,10.869565217391305,2,22.3,16.8,18534.0,22.6,11.3,29.8,12.9
2036901,116,99.13793103448276,75.0,17.24137931034483,7.758620689655173,28,25.0,2,52.4,23.1,10285.0,37.4,12.3,33.8,28.8
2037000,209,98.08612440191388,87.5598086124402,11.961722488038278,0.4784688995215311,39,25.83732057416268,2,14.5,8.7,22855.0,26.6,14.4,19.4,20.1
2037100,293,97.61092150170649,63.822525597269625,31.0580204778157,5.1194539249146755,46,41.97952218430034,2,37.1,14.1,16000.0,45.6,17.3,21.3,10.3
2037200,184,100.0,96.73913043478261,2.717391304347826,0.5434782608695652,35,18.47826086956522,2,21.4,17.0,19980.0,19.6,11.8,22.4,21.0
2037300,198,95.95959595959596,56.56565656565657,36.86868686868687,6.565656565656566,36,25.252525252525253,2,35.1,13.0,14391.0,29.6,10.2,32.2,25.9
2037400,140,82.85714285714286,88.57142857142857,7.857142857142857,3.5714285714285716,31,23.571428571428573,2,39.3,17.3,14856.0,33.5,12.6,29.0,14.5
2037504,408,97.30392156862744,67.8921568627451,25.735294117647058,6.372549019607843,44,29.901960784313726,2,48.4,14.2,11278.0,42.2,8.0,28.7,32.5
2037600,101,99.00990099009901,94.05940594059406,3.9603960396039604,1.9801980198019802,26,51.48514851485149,2,9.3,24.0,23582.0,22.1,8.1,22.3,24.9
2037900,209,88.99521531100478,75.11961722488039,17.22488038277512,7.655502392344498,38,30.14354066985646,2,44.4,16.9,17539.0,33.3,6.0,29.7,27.4
2038000,153,94.11764705882354,80.3921568627451,15.032679738562091,4.57516339869281,23,14.379084967320262,2,38.1,18.1,18595.0,17.2,13.7,26.0,23.7
2038100,183,97.81420765027322,75.40983606557377,21.85792349726776,2.73224043715847,29,37.704918032786885,2,25.2,14.2,14649.0,35.0,9.1,26.1,27.3
2038200,183,97.81420765027322,95.62841530054645,3.278688524590164,1.092896174863388,31,4.371584699453552,2,23.5,18.9,20252.0,18.3,11.1,28.6,22.3
2038301,175,100.0,78.28571428571429,15.428571428571429,6.285714285714286,35,30.857142857142858,2,41.0,12.7,14628.0,34.1,4.6,30.1,26.6
2038302,191,92.14659685863874,80.10471204188482,14.659685863874346,5.2356020942408374,29,29.842931937172775,2,48.6,23.1,13798.0,38.5,7.2,33.5,27.7
2038600,293,87.71331058020478,91.12627986348123,6.825938566552901,2.04778156996587,40,13.651877133105803,2,17.3,11.8,21773.0,14.8,9.2,24.1,19.6
2038700,309,99.02912621359224,91.90938511326861,6.796116504854369,1.2944983818770226,33,33.980582524271846,2,44.8,19.3,12806.0,30.8,6.1,23.9,22.1
2038800,152,99.34210526315789,94.73684210526316,3.9473684210526314,1.3157894736842106,21,21.710526315789473,2,20.7,19.3,22093.0,15.2,14.9,24.6,22.1
2038900,315,100.0,80.0,14.920634920634921,5.079365079365079,40,42.857142857142854,2,47.2,16.2,12122.0,29.0,4.5,30.3,20.1
2039000,83,97.59036144578313,84.33734939759036,13.25301204819277,2.4096385542168677,24,25.301204819277107,2,28.8,23.2,19550.0,19.0,8.2,26.8,17.8
2039100,342,97.6608187134503,77.19298245614036,19.29824561403509,3.508771929824561,43,38.59649122807018,2,39.1,6.9,14674.0,30.8,4.7,30.9,21.8
2039200,69,100.0,73.91304347826087,21.73913043478261,4.3478260869565215,16,43.47826086956522,2,26.4,14.2,15392.0,17.0,6.9,27.6,23.4
2039300,248,97.98387096774194,81.04838709677419,15.725806451612904,3.225806451612903,36,47.58064516129032,2,45.8,16.3,12624.0,39.5,9.3,33.5,29.1
2039400,147,100.0,78.2312925170068,17.006802721088434,4.761904761904762,23,42.17687074829932,2,29.9,15.9,15881.0,29.2,10.9,24.6,22.8
2039500,400,87.75,49.75,38.5,11.75,48,29.5,2,38.4,14.4,13981.0,35.2,7.9,33.5,25.6
2039600,235,100.0,80.0,16.170212765957448,3.8297872340425534,37,11.914893617021276,2,27.1,17.4,17315.0,25.5,12.9,28.5,23.3
2039700,198,91.41414141414141,79.79797979797979,16.161616161616163,4.040404040404041,30,25.757575757575758,2,50.3,11.0,6995.0,31.2,5.0,9.1,23.1
2039800,194,97.9381443298969,88.65979381443299,5.670103092783505,5.670103092783505,35,21.649484536082475,2,12.5,14.3,25075.0,14.5,7.8,21.2,9.7
2039901,156,97.43589743589743,75.0,23.71794871794872,1.2820512820512822,24,27.564102564102566,2,46.3,16.3,12111.0,43.6,8.9,26.3,25.0
2039902,147,97.95918367346938,70.74829931972789,18.367346938775512,10.884353741496598,29,34.01360544217687,2,39.0,15.2,17650.0,36.9,7.8,28.5,23.1
2040100,167,99.40119760479043,78.44311377245509,19.161676646706585,2.395209580838323,32,22.15568862275449,2,42.3,21.5,17054.0,43.3,5.0,28.1,22.6
2040303,168,88.0952380952381,88.0952380952381,6.5476190476190474,5.357142857142857,28,36.904761904761905,2,31.1,12.9,16358.0,32.7,5.1,22.9,21.1
2040304,97,100.0,68.04123711340206,30.927835051546392,1.0309278350515463,17,31.95876288659794,2,43.7,15.4,12510.0,46.1,6.3,36.6,27.0
2040400,170,100.0,85.88235294117646,12.941176470588236,1.1764705882352942,24,30.58823529411765,2,9.7,12.2,23812.0,16.5,13.4,20.5,20.2
2040501,103,98.05825242718447,92.23300970873787,4.854368932038835,2.912621359223301,24,46.601941747572816,2,30.6,11.7,14600.0,30.8,6.5,32.0,26.3
2040502,130,100.0,86.15384615384616,9.23076923076923,4.615384615384615,26,36.15384615384615,2,39.1,21.0,15878.0,29.0,8.1,25.9,22.3
2040600,218,96.3302752293578,84.40366972477064,11.009174311926605,4.587155963302752,35,26.146788990825687,2,26.9,6.7,20978.0,21.8,13.9,23.6,23.1
2040701,79,100.0,86.07594936708861,10.126582278481013,3.7974683544303796,18,37.9746835443038,2,30.2,6.5,19043.0,31.2,6.6,24.4,21.3
2040702,217,99.07834101382488,73.73271889400921,21.658986175115206,4.608294930875576,42,35.944700460829495,2,33.9,16.7,16357.0,31.9,11.7,23.7,17.9
2040800,142,100.0,73.94366197183099,21.830985915492956,4.225352112676056,28,38.028169014084504,2,24.5,18.6,16000.0,20.8,7.9,26.7,24.1
2041100,162,100.0,86.41975308641975,12.345679012345679,1.2345679012345678,20,43.20987654320987,2,35.0,15.8,17528.0,23.2,11.2,27.6,19.1
2041300,282,96.45390070921985,86.52482269503547,8.51063829787234,4.964539007092198,39,40.780141843971634,2,22.3,8.1,23542.0,22.9,5.3,26.5,16.2
2041400,256,95.3125,65.625,27.34375,7.03125,26,50.78125,2,9.4,15.7,25111.0,17.0,15.3,19.2,11.4
2041500,215,100.0,73.95348837209302,18.6046511627907,7.441860465116279,34,41.86046511627907,2,19.7,11.7,20603.0,24.7,5.2,25.6,14.3
2041800,197,93.90862944162437,76.6497461928934,16.751269035532996,6.598984771573604,28,60.40609137055838,2,33.0,15.6,17831.0,23.2,8.0,24.8,18.8
2041900,453,99.77924944812362,84.76821192052981,13.245033112582782,1.9867549668874172,39,31.125827814569536,2,25.4,14.2,20534.0,25.4,8.4,28.9,22.3
2042000,155,84.51612903225806,75.48387096774194,20.64516129032258,3.870967741935484,26,29.032258064516128,2,25.9,14.7,18336.0,24.3,13.3,23.1,19.4
2042100,262,95.41984732824427,79.38931297709924,11.83206106870229,8.778625954198473,32,33.587786259541986,2,37.9,15.1,16878.0,43.2,9.6,26.6,11.7
2042200,163,100.0,87.11656441717791,11.656441717791411,1.2269938650306749,37,34.969325153374236,2,12.2,12.5,20832.0,16.9,17.3,24.0,17.8
2042300,147,97.27891156462584,93.19727891156462,4.761904761904762,2.0408163265306123,27,19.727891156462587,2,37.8,14.9,18244.0,24.9,9.4,29.6,21.2
2042400,115,94.78260869565217,76.52173913043478,13.91304347826087,9.565217391304348,22,52.17391304347826,2,15.6,9.9,23416.0,23.1,20.3,19.9,14.0
2042500,369,100.0,81.02981029810299,16.260162601626018,2.710027100271003,38,38.75338753387534,2,33.0,15.2,16087.0,25.0,4.0,30.5,20.7
2042600,634,99.36908517350157,91.95583596214512,5.3627760252365935,2.6813880126182967,43,21.766561514195583,2,10.5,11.7,25235.0,17.1,15.1,19.3,14.1
2042901,102,100.0,89.2156862745098,7.8431372549019605,2.9411764705882355,21,21.568627450980394,2,27.0,8.8,15362.0,28.2,8.9,27.6,18.4
2042902,129,100.0,83.72093023255815,10.852713178294573,5.426356589147287,31,33.333333333333336,2,38.2,22.3,15708.0,30.6,7.5,29.0,21.3
2043000,398,99.74874371859296,97.23618090452261,2.512562814070352,0.25125628140703515,28,45.7286432160804,2,6.8,8.3,26664.0,18.3,11.9,21.1,23.9
2043100,247,100.0,70.04048582995951,22.267206477732792,7.6923076923076925,36,35.22267206477733,2,33.8,12.7,14436.0,34.8,13.8,22.7,17.9
2043400,195,93.84615384615384,82.56410256410257,14.35897435897436,3.076923076923077,32,31.794871794871796,2,16.6,8.5,18250.0,25.8,9.8,29.0,18.5
2043600,288,100.0,94.44444444444444,4.861111111111111,0.6944444444444444,26,40.625,2,11.7,11.1,28648.0,17.5,11.9,21.1,12.3
2044200,166,98.19277108433735,84.93975903614458,12.650602409638553,2.4096385542168677,31,43.373493975903614,2,30.4,8.4,19299.0,26.2,14.3,23.0,18.8
2044400,367,100.0,93.46049046321527,5.994550408719346,0.5449591280653951,43,27.52043596730245,2,17.8,12.0,23109.0,14.0,17.5,21.1,16.2
2044800,180,100.0,84.44444444444444,13.88888888888889,1.6666666666666667,30,36.666666666666664,2,6.6,9.3,31037.0,10.2,13.0,16.6,12.3
2044901,238,98.73949579831933,82.77310924369748,13.445378151260504,3.7815126050420167,47,35.714285714285715,2,14.8,10.5,42869.0,10.3,23.4,17.1,4.6
2044902,207,97.10144927536231,76.81159420289855,14.97584541062802,8.21256038647343,39,33.333333333333336,2,12.8,9.4,31550.0,10.1,12.3,22.8,13.1
2045102,286,100.0,90.55944055944056,7.3426573426573425,2.097902097902098,57,20.62937062937063,2,1.7,3.3,39192.0,14.8,17.4,13.6,4.7
2045600,289,97.92387543252595,84.77508650519032,10.726643598615917,4.498269896193771,50,28.027681660899653,2,4.6,4.0,31164.0,13.4,19.4,16.1,14.2
2046000,242,93.80165289256199,83.88429752066116,12.396694214876034,3.71900826446281,33,22.31404958677686,2,30.4,13.0,15881.0,22.0,8.9,28.0,24.3
2046202,599,96.49415692821368,82.97161936560934,13.021702838063439,4.006677796327212,60,16.19365609348915,2,22.7,19.0,15920.0,19.6,17.4,27.1,28.5
2048400,414,95.65217391304348,73.67149758454106,19.806763285024154,6.521739130434782,45,26.32850241545894,2,6.8,11.4,27526.0,19.4,9.7,21.7,9.0
3000100,394,93.65482233502539,70.81218274111676,25.126903553299492,4.060913705583756,36,35.27918781725889,3,14.5,4.4,69419.0,3.8,19.6,10.2,3.2
3000200,146,91.0958904109589,76.71232876712328,19.863013698630137,3.4246575342465753,26,47.26027397260274,3,30.2,7.0,14667.0,58.7,7.2,25.0,14.7
3000301,301,98.00664451827242,79.734219269103,17.60797342192691,2.6578073089700998,34,43.85382059800664,3,17.0,2.4,88346.0,1.9,16.1,14.7,1.9
3000501,161,98.75776397515529,85.71428571428571,11.801242236024844,2.484472049689441,24,32.91925465838509,3,8.4,5.9,63411.0,4.2,12.5,10.6,1.5
3000502,230,96.95652173913044,75.21739130434783,20.869565217391305,3.9130434782608696,28,20.434782608695652,3,8.0,5.8,88699.0,3.5,17.8,12.4,4.6
3000700,373,99.73190348525469,71.31367292225201,24.128686327077748,4.557640750670242,38,34.584450402144775,3,5.1,3.2,100199.0,1.5,8.8,20.8,4.2
3001100,135,91.85185185185185,74.07407407407408,19.25925925925926,6.666666666666667,16,5.925925925925926,3,7.2,4.1,79478.0,0.6,0.1,6.9,0.7
3001300,217,83.41013824884793,72.8110599078341,18.433179723502302,8.755760368663594,19,15.2073732718894,3,35.8,2.8,45246.0,2.7,13.9,10.8,5.1
3001500,292,96.23287671232876,60.273972602739725,33.21917808219178,6.506849315068493,26,19.52054794520548,3,23.5,9.6,53821.0,11.9,5.4,16.9,9.2
3002100,319,94.67084639498432,80.25078369905957,16.614420062695924,3.134796238244514,43,39.81191222570533,3,6.9,6.2,107815.0,4.5,2.5,22.5,2.0
3002200,291,91.75257731958763,76.28865979381443,16.83848797250859,6.8728522336769755,29,31.95876288659794,3,27.2,11.4,22227.0,26.5,15.3,19.0,10.4
3003000,89,100.0,88.76404494382022,5.617977528089888,5.617977528089888,25,21.348314606741575,3,10.0,7.3,40338.0,9.6,8.1,25.6,11.8
3003300,222,99.09909909909909,77.92792792792793,18.01801801801802,4.054054054054054,26,27.027027027027028,3,16.6,3.4,79750.0,8.9,5.5,12.6,1.6
3003400,308,92.85714285714286,88.31168831168831,7.792207792207792,3.896103896103896,44,12.662337662337663,3,15.3,4.5,41803.0,14.9,20.6,15.3,1.8
3003500,182,100.0,70.87912087912088,24.175824175824175,4.945054945054945,27,30.76923076923077,3,8.8,11.0,54233.0,6.3,13.3,17.2,11.6
3003600,196,100.0,95.91836734693878,2.5510204081632653,1.530612244897959,32,8.673469387755102,3,10.0,5.0,40471.0,6.3,11.2,21.5,5.6
3003700,179,96.64804469273743,62.01117318435754,33.5195530726257,4.4692737430167595,24,33.5195530726257,3,8.6,3.9,76658.0,3.4,3.5,11.3,3.1
3003800,200,92.0,96.5,2.0,1.5,39,9.0,3,7.7,5.4,46707.0,6.3,13.8,16.7,2.6
3003900,249,97.18875502008032,65.86345381526104,29.31726907630522,4.819277108433735,32,44.97991967871486,3,6.4,6.9,63297.0,6.6,8.9,16.6,3.7
3004100,377,100.0,75.59681697612731,20.424403183023873,3.9787798408488064,28,44.29708222811671,3,6.7,2.9,70837.0,9.7,12.8,18.3,3.5
3004300,315,97.77777777777777,61.58730158730159,33.333333333333336,5.079365079365079,35,51.111111111111114,3,7.7,5.3,79648.0,3.1,7.6,11.7,3.4
3004400,760,93.42105263157895,86.84210526315789,11.31578947368421,1.8421052631578947,61,24.736842105263158,3,6.4,6.1,54600.0,5.2,22.6,17.4,3.2
3004500,414,100.0,86.95652173913044,12.318840579710145,0.7246376811594203,37,51.207729468599034,3,3.4,3.0,86456.0,2.9,11.0,18.4,2.3
3004600,486,89.09465020576131,82.3045267489712,13.168724279835391,4.526748971193416,50,23.45679012345679,3,3.6,5.9,55015.0,10.2,17.5,22.2,3.8
3004700,184,100.0,67.3913043478261,28.804347826086957,3.8043478260869565,29,30.97826086956522,3,7.2,12.7,59577.0,10.7,6.7,25.3,5.7
3004900,180,100.0,86.66666666666667,8.88888888888889,4.444444444444445,29,35.55555555555556,3,7.2,1.5,65112.0,11.0,19.8,14.0,3.9
3005000,424,92.45283018867924,87.73584905660377,10.61320754716981,1.650943396226415,46,29.00943396226415,3,4.2,5.5,62936.0,6.8,15.8,20.5,1.2
3005300,696,95.25862068965517,70.54597701149426,19.54022988505747,9.913793103448276,67,23.275862068965516,3,19.6,6.7,41662.0,17.3,6.4,19.3,11.2
3005400,186,98.9247311827957,86.55913978494624,10.75268817204301,2.6881720430107525,38,47.31182795698925,3,19.1,7.6,47420.0,10.0,21.6,11.2,3.0
3005602,119,81.5126050420168,84.03361344537815,13.445378151260504,2.5210084033613445,23,16.80672268907563,3,9.6,3.5,48242.0,8.4,17.4,16.1,2.9
3005800,211,100.0,94.7867298578199,3.7914691943127963,1.4218009478672986,34,27.488151658767773,3,25.2,8.5,30534.0,14.1,13.7,19.9,6.7
3005900,361,92.797783933518,76.45429362880887,15.512465373961218,8.033240997229917,55,33.2409972299169,3,23.6,11.4,33886.0,9.2,10.0,16.9,6.7
3006000,184,100.0,90.21739130434783,8.152173913043478,1.6304347826086956,27,17.391304347826086,3,17.1,10.9,38134.0,12.2,10.9,17.7,5.0
3006200,211,100.0,77.25118483412322,16.587677725118482,6.161137440758294,30,41.23222748815166,3,17.2,7.1,33142.0,9.6,13.8,25.3,4.3
3006300,195,90.76923076923077,72.3076923076923,21.025641025641026,6.666666666666667,32,30.76923076923077,3,5.7,3.0,63695.0,4.9,10.5,20.2,6.1
3006400,266,100.0,82.70676691729324,13.533834586466165,3.7593984962406015,39,36.8421052631579,3,15.4,11.1,38391.0,17.1,22.0,15.8,5.3
3006500,499,95.79158316633267,83.96793587174349,13.026052104208416,3.006012024048096,53,45.29058116232465,3,5.4,6.2,75152.0,2.8,10.0,18.9,4.8
3006600,224,100.0,91.51785714285714,6.696428571428571,1.7857142857142858,29,30.803571428571427,3,13.0,12.1,35107.0,6.3,14.2,18.8,6.1
3006700,349,100.0,82.8080229226361,16.332378223495702,0.8595988538681948,31,40.401146131805156,3,3.9,7.0,78827.0,6.7,10.8,19.2,3.0
3006800,201,100.0,94.5273631840796,4.477611940298507,0.9950248756218906,27,38.80597014925373,3,22.0,11.7,22592.0,19.7,12.7,22.4,8.0
3006900,347,99.71181556195965,81.84438040345822,16.138328530259365,2.0172910662824206,39,46.68587896253602,3,5.2,2.2,86837.0,5.0,11.3,11.2,4.2
3007000,105,92.38095238095238,80.95238095238095,13.333333333333334,5.714285714285714,20,31.428571428571427,3,16.8,3.8,27571.0,14.2,22.6,21.9,11.8
3007100,186,95.16129032258064,86.02150537634408,11.290322580645162,2.6881720430107525,29,50.0,3,29.7,19.0,25724.0,26.2,15.9,20.1,18.0
3007400,210,100.0,75.71428571428571,14.761904761904763,9.523809523809524,27,33.80952380952381,3,43.6,9.8,16045.0,47.2,5.7,27.8,16.9
3007500,418,98.32535885167464,76.3157894736842,22.00956937799043,1.674641148325359,41,60.047846889952154,3,3.8,5.4,89018.0,4.2,9.4,20.4,5.6
3007600,214,100.0,89.7196261682243,7.94392523364486,2.336448598130841,30,33.64485981308411,3,40.2,11.7,16089.0,36.7,11.0,23.7,8.1
3007700,448,96.875,67.1875,25.223214285714285,7.589285714285714,50,54.24107142857143,3,6.1,5.5,69034.0,9.0,7.9,17.6,0.9
3007800,260,100.0,81.15384615384616,15.384615384615385,3.4615384615384617,33,43.07692307692308,3,24.4,8.9,18800.0,48.6,8.1,23.6,10.3
3008000,254,100.0,78.74015748031496,16.929133858267715,4.330708661417323,34,50.39370078740158,3,17.3,7.5,23882.0,34.0,7.8,25.9,17.7
3008200,224,100.0,85.71428571428571,13.392857142857142,0.8928571428571429,34,39.285714285714285,3,33.3,9.9,22549.0,36.1,10.5,23.8,14.4
3008400,242,96.28099173553719,86.77685950413223,10.743801652892563,2.479338842975207,36,23.96694214876033,3,30.9,5.5,19695.0,37.6,11.6,24.8,12.5
3008800,153,100.0,76.47058823529412,15.686274509803921,7.8431372549019605,29,37.908496732026144,3,14.0,8.7,22659.0,31.2,10.3,19.4,17.1
3009000,150,100.0,82.0,13.333333333333334,4.666666666666667,39,39.333333333333336,3,26.0,6.9,13972.0,55.2,3.5,26.0,11.3
3009200,205,96.58536585365853,86.82926829268293,7.804878048780488,5.365853658536586,43,39.51219512195122,3,42.3,10.6,15232.0,49.0,7.1,25.5,12.4
3009400,253,100.0,92.09486166007905,5.138339920948616,2.766798418972332,40,57.70750988142292,3,37.7,8.0,16180.0,55.4,6.2,23.7,7.9
3009600,267,100.0,89.13857677902622,7.49063670411985,3.3707865168539324,43,46.441947565543074,3,34.9,12.3,17428.0,49.3,9.0,24.7,13.9
3010100,354,99.43502824858757,85.87570621468926,11.299435028248588,2.824858757062147,42,36.440677966101696,3,22.2,8.0,24956.0,32.0,6.9,22.6,12.3
3010400,149,100.0,91.94630872483222,7.382550335570469,0.6711409395973155,32,22.818791946308725,3,30.3,6.9,15098.0,57.6,8.5,24.0,12.4
3010800,184,100.0,82.06521739130434,13.043478260869565,4.891304347826087,28,30.97826086956522,3,38.2,7.9,15218.0,54.2,8.6,24.0,11.9
3011000,124,97.58064516129032,72.58064516129032,17.741935483870968,9.67741935483871,33,29.838709677419356,3,26.3,5.7,17355.0,36.4,4.7,26.2,12.7
3011200,255,92.94117647058823,87.84313725490196,11.372549019607844,0.7843137254901961,43,54.509803921568626,3,36.4,7.5,13050.0,37.9,12.2,33.0,7.2
3011400,240,100.0,83.33333333333333,12.916666666666666,3.75,38,39.583333333333336,3,37.3,3.5,16942.0,39.0,17.9,30.4,7.4
3011600,161,91.92546583850931,91.92546583850931,6.832298136645963,1.2422360248447204,22,18.012422360248447,3,33.5,4.8,16300.0,58.2,8.9,25.9,4.4
3011700,154,100.0,76.62337662337663,18.83116883116883,4.545454545454546,32,55.84415584415584,3,9.5,8.9,43833.0,14.9,8.1,15.5,2.1
3011800,169,100.0,79.88165680473372,16.568047337278106,3.5502958579881656,22,34.9112426035503,3,35.7,5.0,12020.0,57.1,9.4,26.4,14.0
3011900,286,96.15384615384616,73.42657342657343,17.832167832167833,8.741258741258742,41,27.972027972027973,3,11.8,6.7,48101.0,15.1,9.7,14.5,11.1
3012100,178,100.0,70.78651685393258,26.40449438202247,2.808988764044944,27,44.38202247191011,3,10.7,2.0,49408.0,12.1,6.8,11.5,1.8
3012600,337,80.1186943620178,71.81008902077151,22.8486646884273,5.341246290801187,28,12.166172106824925,3,25.1,9.6,20931.0,29.6,8.2,20.1,7.4
3012700,195,100.0,78.97435897435898,17.94871794871795,3.076923076923077,29,27.17948717948718,3,23.5,9.0,38726.0,26.6,10.8,18.0,10.1
3012801,191,90.05235602094241,93.717277486911,5.2356020942408374,1.0471204188481675,19,49.21465968586387,3,25.3,3.7,21342.0,31.9,14.3,21.7,9.1
3012901,230,100.0,75.65217391304348,21.304347826086957,3.0434782608695654,30,54.34782608695652,3,6.9,3.6,53845.0,8.9,7.3,18.0,4.9
3012902,184,98.3695652173913,75.0,19.565217391304348,5.434782608695652,31,38.04347826086956,3,6.4,3.6,65033.0,8.9,5.1,15.7,1.4
3013000,201,99.50248756218906,82.08955223880596,15.422885572139304,2.487562189054726,38,26.3681592039801,3,24.1,6.8,29236.0,27.2,12.8,23.4,4.9
3013100,315,97.46031746031746,74.92063492063492,18.41269841269841,6.666666666666667,39,44.12698412698413,3,5.8,2.6,87267.0,9.3,7.7,16.7,5.8
3013200,163,100.0,80.3680981595092,14.110429447852761,5.521472392638037,27,50.306748466257666,3,25.4,6.8,24377.0,28.2,10.9,24.4,4.1
3013300,339,99.11504424778761,84.95575221238938,13.274336283185841,1.7699115044247788,38,37.46312684365782,3,5.0,4.5,64750.0,2.7,6.0,25.7,5.9
3013400,375,100.0,88.53333333333333,9.866666666666667,1.6,34,32.266666666666666,3,6.8,9.1,31357.0,14.5,12.8,20.9,2.1
3013500,321,89.40809968847353,82.24299065420561,13.707165109034268,4.049844236760125,35,48.28660436137071,3,8.2,3.2,74902.0,4.3,5.8,25.0,5.4
3013600,324,99.69135802469135,88.27160493827161,8.950617283950617,2.7777777777777777,37,32.098765432098766,3,14.9,6.1,34330.0,13.3,10.2,21.6,8.2
3013700,258,99.6124031007752,82.94573643410853,14.34108527131783,2.7131782945736433,35,41.08527131782946,3,16.1,9.1,49937.0,12.2,10.8,17.0,7.5
3013800,217,100.0,90.78341013824885,7.373271889400922,1.8433179723502304,29,28.571428571428573,3,21.0,4.0,31832.0,24.4,19.3,16.9,5.8
3013900,245,100.0,89.79591836734694,7.755102040816326,2.4489795918367347,50,31.836734693877553,3,10.4,5.8,56346.0,8.6,8.1,17.1,4.6
